window_end,M1_LCC,M2_APL,M3_MeanDeg,M4_NCom,M5_Mod,M6_AbsRat,M7_Close,M8_EigMn,M9_EigMx,M10_PCorr
2011-03-18,0.85,5.324420677361854,1.7,39.0,0.0,0.527374481180833,0.3208402375387926,0.035357993796579924,0.4706551461139851,-0.01057311759122111
2011-09-16,0.8235294117647058,4.005291005291006,1.8823529411764706,,,0.5361398167615035,0.31785191692310505,,0.5644511050753229,-0.015664865819447173
2012-03-16,0.8125,3.0307692307692307,1.875,,,0.5439222884233903,0.36739319488297045,,0.35379227034364624,0.005863768358880605
2012-09-21,0.75,4.7407407407407405,1.5,34.0,0.5,0.4531712076882653,0.2378381038187373,0.03929983567142967,0.4650803414941117,-0.008298449466605993
2013-03-15,0.6285714285714286,3.2034632034632033,1.7142857142857142,33.0,0.5,0.4729550052455917,0.27397147336453787,0.04045828272550833,0.42877150103819306,-0.007560697623962181
2013-09-20,0.30303030303030304,2.8444444444444446,1.0909090909090908,32.0,0.0,0.39499876924543936,0.0971810071845771,0.042857561259640395,0.48119642594629175,0.005409817577372203
2014-03-21,0.14705882352941177,2.0,0.47058823529411764,,,0.35357622557539925,0.038666946463175,,0.45773737427684896,0.020139180687173804
2014-09-19,0.45161290322580644,2.8241758241758244,1.032258064516129,,,0.40288904348553767,0.2560560573943975,,0.4257493254689558,-0.004655060555481444
2015-03-20,0.29411764705882354,3.3333333333333335,1.0,,,0.3752863157165585,0.21168992895729724,,0.5051484149083713,-0.0031042937083861047
2015-09-18,0.18518518518518517,2.0,0.7407407407407407,,,0.368677987378471,0.08578399936890503,,0.5852792299637597,-0.0073479753023765635
2016-03-18,0.3181818181818182,1.9047619047619047,0.8181818181818182,21.0,0.0,0.37102278588810766,0.1463368522863852,0.06428448187231005,0.5844516673366237,-0.019219263693815294
2016-09-16,0.20833333333333334,1.8,0.8333333333333334,,,0.32342140234896405,0.09892494497564212,,0.49958771889024317,-0.010575528680892352
2017-03-17,0.48148148148148145,3.0,1.3333333333333333,,,0.4021553745933337,0.29588186576873143,,0.5059961456837504,-0.016252701422220177
2017-09-15,0.7222222222222222,2.3333333333333335,1.3333333333333333,16.0,0.0,0.39789149119091005,0.2992280009650741,0.09465621558613335,0.49876023368055233,0.007135770824024701
2018-03-16,0.2727272727272727,1.8666666666666667,1.0,,,0.3655090887588929,0.25989058747695304,,0.5544431907658093,-0.010848151172251885
2018-09-21,0.21052631578947367,1.6666666666666667,0.5263157894736842,,,0.29156532089477405,0.07361049743321212,,0.562177551813105,0.011428568555495087
2019-03-15,0.3333333333333333,1.8666666666666667,0.7777777777777778,,,0.2984219058775397,0.17579239078662376,,0.5593730655257818,-0.014406634432044287
2019-09-20,0.4,2.3333333333333335,0.6666666666666666,,,0.3412364496117296,0.1334169923643608,,0.7071067779248238,-0.011245386240833525
2020-03-20,0.7619047619047619,2.3833333333333333,2.380952380952381,17.0,0.75,0.45816148625122594,0.3559213521711586,,0.48793782515814843,-0.019316908609400628
2020-09-18,0.4444444444444444,1.8571428571428572,1.4444444444444444,16.0,0.0,0.39797193831468436,0.30945215893793365,0.09483353735024894,0.4631073847162477,-0.0033586072922825397
2021-03-19,0.7894736842105263,3.257142857142857,1.4736842105263157,,,0.3536775338080164,0.3095786986915026,,0.4754498779939364,-0.016564204346323587
2021-09-17,0.2777777777777778,1.8,0.7777777777777778,,,0.32164831469038185,0.08692422403174385,,0.4886625843023396,0.006911093369964963
2022-03-18,0.8,2.8,1.7,16.0,0.375,0.4714572567891138,0.3079445261010975,0.09655942612595814,0.46711361808288626,0.008257675786992416
2022-09-16,0.38461538461538464,1.8,0.7692307692307693,,,0.31484808632947087,0.1705209604481688,,0.7071067617604154,-0.05880279389079891
2023-03-17,0.5,2.0952380952380953,1.4285714285714286,,,0.3230717126532279,0.252118246106435,,0.6012283618368177,-0.03778296295339481
2023-09-15,0.16666666666666666,1.3333333333333333,0.3333333333333333,,,0.3041692684324161,0.06721132897603485,,0.5353451127169127,-0.0017008295776718598
2024-03-15,0.5555555555555556,2.4444444444444446,1.3333333333333333,,,0.31158704117884456,0.2463579446182497,,0.7071067806324925,-0.03953809330075362
2024-09-20,0.2,1.3333333333333333,0.9333333333333333,,,0.33571844653632515,0.27281433027883717,,0.7071067800107111,-0.033446259893310445
2025-03-21,0.2631578947368421,1.8,1.0526315789473684,,,0.3322736798402046,0.27101815880773616,,0.7071067791249954,-0.02827347843586493
2025-09-19,0.9375,3.3142857142857145,2.0,14.0,0.5,0.42225400029716553,0.3607435404726059,0.0884397263904998,0.6798033662181698,-0.043836178400471826
2026-03-20,0.8,3.8583333333333334,1.5,17.0,0.6666666666666666,0.43675399791664665,0.30568982280014173,0.07075642221311076,0.6415668670228283,-0.0347538227258749
